Date,open,high,low,close,volume,labels,timestamp,support1,number_touch_support,support2,resistance1,number_touch_resistance,resistance2,rsi_14,stochrsi_k_14,stochrsi_d_14,stochrsi_14,ema_5,ema_25,ema_34,ema_50,ema_89,ema_200,macd,macd_signal,macd_diff,cci_20,adx_14,diff_ema_89,diff_ema_5,atr,body_size,upper_wick,rsi_14_lag_1,diff_ema_5_lag_1,support1_lag_1,resistance1_lag_1,streak_count,candle_type
2024-01-01 23:05:00,2064.889,2066.215,2062.842,2064.568,0.0,2,2024-01-01 23:05:00,-37.14700000000016,0.0,-48.98900000000026,23.916999999999916,0.0,80.11699999999973,39.09346191080599,0.7498532305300243,0.7374277772128864,0.012425453317137847,2064.859437478639,2067.4259160661195,2068.3385380941468,2068.8072670314436,2066.377923729332,2055.035083291435,-1.9984265118459916,-2.1547431034376383,0.15631659159164668,-60.17085260498461,23.625092585426167,-1.8099237293317856,-0.29143747863872704,4.270084226864887,-0.0951675066705924,0.39312184998517735,0.9463205677604881,6.235149392746208,0.9628502974668183,1.0576995442572277,2.0,0.0
2024-01-02 00:00:00,2064.562,2065.843,2062.235,2065.41,0.0,2,2024-01-02 00:00:00,-37.988999999999805,0.0,-49.830999999999904,23.075000000000273,0.0,79.27500000000009,41.19733082306534,0.7469641307447215,0.7324250547235823,0.01453907602113913,2065.0429583190926,2067.2708455994953,2068.1711930601955,2068.6740408733476,2066.356414313125,2055.1383162935103,-1.8617834146571113,-2.0961511656815333,0.23436775102442198,-56.34929056512957,24.135374774367815,-0.946414313124933,0.3670416809072776,4.222792496374518,0.23503325942350947,0.12001108647450841,0.9489319120868518,-0.794017393115498,0.9778356892784846,1.036489707475607,3.0,0.0
2024-01-02 01:00:00,2065.411,2069.937,2064.899,2066.606,0.0,2,2024-01-02 01:00:00,-39.18500000000017,0.0,-51.02700000000027,21.878999999999905,0.0,78.07899999999972,47.058486074061996,0.8829178597174309,0.7932450736640595,0.08967278605337137,2065.563972212729,2067.2197036303032,2068.081753456756,2068.5929412312557,2066.3619606617217,2055.2524225990473,-1.6381025446125932,-2.0045414414677456,0.3664388968551524,13.96849911719921,23.063035611455643,0.24403933827852597,1.0420277872713086,4.281021603776338,0.2371973005161098,0.661175069471947,0.8754495577742939,0.35223790132163957,0.9694781166262508,1.0546642899584246,1.0,0.0
2024-01-02 02:00:00,2066.582,2068.337,2063.932,2067.738,0.0,2,2024-01-02 02:00:00,-40.31699999999978,0.0,-52.15899999999988,20.7470000000003,0.0,76.94700000000012,53.41203874030695,0.957730650907286,0.8625375471231468,0.09519310378413925,2066.288648141819,2067.2595725818182,2068.0621104020843,2068.5594141241477,2066.3925393136833,2055.376657200052,-1.353884170137917,-1.8744099872017799,0.5205258170638629,5.9529109236620625,22.32956910252792,1.3454606863165282,1.449351858180762,4.289877203506614,0.26242905788873927,0.13598183881955342,0.8810464304286086,0.7189612249017779,0.9719225140759578,1.0545621053646113,2.0,0.0
2024-01-02 03:00:00,2067.762,2070.407,2066.463,2069.556,0.0,2,2024-01-02 03:00:00,-42.13499999999999,0.0,-53.97700000000009,18.929000000000087,0.0,75.1289999999999,57.30297771033433,1.0,0.9468828368749064,0.053117163125093625,2067.3777654278797,2067.4362208447556,2068.147475521965,2068.5984959232005,2066.4628384400457,2055.5177451881113,-0.9707514360602545,-1.6936782769734748,0.7229268409132203,76.07216436873766,20.961989115190875,3.0931615599542965,2.1782345721203455,4.265171688970424,0.45486815415818643,0.2157707910750815,0.9320988345545319,0.6653791454470986,0.9568529725881046,1.0960431084579325,3.0,0.0
2024-01-02 04:00:00,2069.562,2070.736,2068.893,2069.57,0.0,2,2024-01-02 04:00:00,-42.149000000000115,0.0,-53.99100000000021,18.914999999999964,0.0,75.11499999999978,52.902587232976174,1.0,0.985910216969096,0.014089783030904024,2068.1085102852535,2067.6003577028514,2068.2287626349957,2068.6365941222907,2066.5318864747114,2055.6575686190754,-0.6583967135088642,-1.4866219642805527,0.8282252507716885,115.9251581005689,19.586146788382354,3.038113525288736,1.4614897147466763,4.092159425472526,0.004340748779308863,0.6326641345631087,1.0831791167032985,1.4904207331338657,0.9996678450259763,1.0007401533174793,4.0,6.0
2024-01-02 05:00:00,2069.636,2074.824,2069.439,2074.38,0.0,2,2024-01-02 05:00:00,-46.95900000000006,0.0,-58.80100000000016,14.105000000000018,0.0,70.30499999999984,63.985063480209014,1.0,1.0,0.0,2070.1990068568357,2068.121868648786,2068.580261912996,2068.8618257253383,2066.7062889974954,2055.843861468637,-0.022467552381840505,-1.1937910819008104,1.17132352951897,218.7867856283721,19.237599640323054,7.67371100250466,4.1809931431644145,4.184505180795933,0.8809656453110398,0.08245125348188338,0.826795885720099,0.3495556353963636,0.897570220830939,1.3410138248847883,5.0,0.0
2024-01-02 06:00:00,2074.376,2076.732,2072.874,2074.211,0.0,2,2024-01-02 06:00:00,-46.789999999999736,0.0,-58.631999999999834,14.274000000000342,0.0,70.47400000000016,77.74330563250115,0.9933667691685074,0.9977889230561697,-0.004422153887662317,2071.5363379045575,2068.5902633681103,2068.9020183751104,2069.071597265521,2066.8730603531067,2056.026619065964,0.46254210436882204,-0.8625244446468839,1.3250665490157059,242.8984949325199,19.3709090434742,7.337939646893119,2.6746620954422724,4.161183382167664,-0.0427682737170583,0.6106791083462054,0.8230298796744192,1.563185551658652,1.0036118828809644,0.9881602914389576,6.0,6.0
2024-01-02 07:00:00,2074.146,2076.428,2073.134,2073.134,0.0,2,2024-01-02 07:00:00,-45.712999999999965,0.0,-57.555000000000064,15.351000000000113,0.0,71.55099999999993,70.551006035264,0.9433753811163514,0.9789140500949536,-0.03553866897860214,2072.068891936372,2068.9397815705634,2069.1438458965326,2069.230907176677,2067.01219234526,2056.196841761825,0.7513497601780728,-0.5397496036818926,1.2910993638599653,184.2198431648828,19.494696346400264,6.121807654740223,1.0651080636280312,4.099241712012821,-0.3072252580449943,0.6927747419550057,1.101944678062311,2.511165004545818,1.0235600376260532,0.9298417041235253,7.0,0.0
2024-01-02 08:00:00,2073.2,2074.475,2071.769,2073.287,0.0,2,2024-01-02 08:00:00,-45.86599999999976,0.0,-57.707999999999856,15.19800000000032,0.0,71.39800000000014,68.63493748766403,0.897841239975627,0.9448611300868293,-0.04701989011120222,2072.4749279575817,2069.2741829882125,2069.380597559588,2069.389969640337,2067.1516325153652,2056.3668930875783,0.9812663023626556,-0.23554642247298302,1.2168127248356386,131.8669437227078,19.10285527011964,6.135367484634571,0.8120720424180945,3.9997244468690574,0.03215077605320949,0.4390243902439188,1.0279168105594085,1.3115930705562469,0.9966641957005234,1.010067114093946,1.0,6.0
