time,entry_time,type_keylevel,key_level,value,delta_ema_h1
2021-06-03 13:00:00,2021-06-04 12:00:00,S,1882.157,10,False
2021-06-14 01:00:00,2021-11-15 13:00:00,S,1869.854,10,False
2021-08-08 22:00:00,2021-08-09 07:00:00,S,1750.659,10,False
2021-09-16 11:00:00,2021-09-22 18:00:00,S,1782.403,10,False
