time,entry_time,type_keylevel,key_level,value,delta_ema_h1
2020-08-21 11:00:00,2020-08-21 12:00:00,S,1932.226,10,False
2020-09-21 14:00:00,2020-09-21 23:00:00,S,1916.227,10,False
2020-10-06 20:00:00,2020-10-07 06:00:00,S,1889.801,10,True
2020-10-28 12:00:00,2020-10-30 12:00:00,S,1889.494,10,False
2020-11-09 13:00:00,2020-11-10 06:00:00,S,1887.529,10,True
2020-11-19 08:00:00,2020-11-19 09:00:00,S,1865.489,10,False
