time,entry_time,type_keylevel,key_level,value,delta_ema_h1
2021-01-08 08:00:00,2021-01-08 14:00:00,S,1871.073,10,False
2021-01-17 23:00:00,2021-01-18 02:00:00,S,1830.272,10,False
2021-02-04 14:00:00,2021-02-05 16:00:00,S,1812.761,10,False
