time,entry_time,type_keylevel,key_level,value,delta_ema_h1
2023-02-03 13:00:00,2023-03-13 12:00:00,S,1900.774,10,False
2023-05-16 16:00:00,2023-10-27 18:00:00,S,1999.489,10,False
2023-12-08 16:00:00,2023-12-13 19:00:00,S,2009.781,10,False
