time,entry_time,type_keylevel,key_level,value,delta_ema_h1
2021-04-15 14:00:00,2021-06-29 12:00:00,R,1755.515,10,True
2021-07-14 12:00:00,2021-07-16 14:00:00,R,1814.969,10,True
2021-08-27 16:00:00,2021-08-30 15:00:00,R,1809.558,10,True
