Date,open,high,low,close,volume,labels,timestamp,support1,number_touch_support,support2,resistance1,number_touch_resistance,resistance2,rsi_14,stochrsi_k_14,stochrsi_d_14,stochrsi_14,ema_5,ema_25,ema_34,ema_50,ema_89,ema_200,macd,macd_signal,macd_diff,cci_20,adx_14,diff_ema_89,diff_ema_5,atr,body_size,upper_wick,rsi_14_lag_1,diff_ema_5_lag_1,support1_lag_1,resistance1_lag_1,streak_count,candle_type
2021-01-03 23:05:00,1909.364,1914.953,1907.785,1911.388,0.0,2,2021-01-03 23:05:00,-40.31499999999983,1.0,-52.44999999999982,-11.20399999999995,1.0,-4.664999999999964,70.90980027084468,0.7372255679545691,0.5827638841922226,0.15446168376234648,1901.0063537642302,1893.3549522342857,1891.5633519471835,1889.1807853464613,1885.4834819313896,1878.1567600375313,3.834639883549471,2.8547853605752205,0.9798545229742506,391.1114111427232,27.316957937266324,25.904518068610287,10.381646235769722,5.871107275549944,0.2823660714285599,0.4973493303571579,0.6825435736229717,-0.0030371528396192548,0.6129480342304383,-0.39271688682612305,11.0,0.0
2021-01-04 00:00:00,1911.433,1913.65,1909.998,1913.442,0.0,2,2021-01-04 00:00:00,-42.368999999999915,1.0,-54.503999999999905,-6.719000000000051,4.0,52.0329999999999,74.63805895327836,0.811739152728514,0.6718896573164427,0.13984949541207137,1905.1515691761538,1894.9001097547252,1892.8135604073443,1890.1322055289531,1886.104782332914,1878.5078569525808,4.864661914458338,3.256760671351844,1.607901243106494,285.54423100091753,29.615375547150506,27.33721766708595,8.290430823846236,5.712599613010665,0.5501095290251891,0.05695509309969364,0.9500488258307002,1.2522444799742378,0.9515211593381933,1.667510046137798,12.0,0.0
2021-01-04 01:00:00,1913.424,1918.754,1912.366,1916.716,0.0,2,2021-01-04 01:00:00,-45.6429999999998,1.0,-57.77799999999979,48.759000000000015,4.0,100.0,76.46797120792522,1.0,0.8496549068943605,0.15034509310563948,1909.0063794507691,1896.5782551582079,1894.1794140983532,1891.1747072729158,1886.7850316144047,1878.888037480416,5.877395278680979,3.7808875928176713,2.0965076858633074,246.16518291681246,32.200796651143996,29.93096838559518,7.709620549230749,5.760842497795612,0.5153412648716277,0.31903569192236014,0.9760695592449927,1.0753357796154364,0.9282693950879675,-0.13780020098853646,13.0,0.0
2021-01-04 02:00:00,1916.707,1921.828,1915.62,1921.675,0.0,2,2021-01-04 02:00:00,-50.60199999999986,1.0,-62.73699999999985,43.799999999999955,4.0,100.0,78.03064126396566,1.0,0.9372463842428376,0.06275361575716243,1913.2292529671795,1898.5087739921921,1895.75059043559,1892.3707971837819,1887.5603642451958,1879.3137784010091,6.999458224682257,4.424601719190589,2.5748565054916686,213.41719359914,34.82585657660083,34.11463575480411,8.445747032820464,5.7927823193816455,0.8002577319587275,0.02464561855670392,0.9799736356035551,0.9128405716239071,0.9019999209517395,1.1132191780821932,14.0,0.0
2021-01-04 03:00:00,1921.702,1925.275,1920.803,1923.214,0.0,2,2021-01-04 03:00:00,-52.14099999999985,1.0,-64.27599999999984,42.26099999999997,4.0,100.0,82.32515869437026,1.0,1.0,0.0,1916.5575019781197,1900.4091759927928,1897.319928124985,1893.5803345491238,1888.3526672619691,1879.7505965263722,7.921570695484661,5.123995514449403,2.797575181035258,183.13901768321023,37.48484718396508,34.8613327380308,6.656498021880225,5.698440725140097,0.33810375670839676,0.4608676207513771,0.9478346899233092,1.268797347352751,0.9704838802477898,1.036416554269894,15.0,0.0
2021-01-04 04:00:00,1923.226,1923.725,1920.316,1922.693,0.0,2,2021-01-04 04:00:00,-51.61999999999989,1.0,-63.75499999999988,42.781999999999925,4.0,100.0,79.57481721659667,0.986580678758437,0.9955268929194784,-0.008946214161041355,1918.602667985413,1902.1233163010397,1898.7698179464144,1894.7220077040602,1889.1157857672588,1880.1778841231246,8.512187922518024,5.801633996063128,2.710553926454896,142.1053556945799,39.77000605920114,33.5772142327412,4.09033201458692,5.534909244772939,-0.1563508360223374,0.1463772367262582,1.0345629631832816,1.6273735232596906,1.0100929872142572,0.9878219812070507,16.0,0.0
2021-01-04 05:00:00,1922.694,1922.98,1919.009,1921.658,0.0,2,2021-01-04 05:00:00,-50.58499999999981,1.0,-62.7199999999998,43.81700000000001,4.0,100.0,77.41561050018376,0.9455213087513039,0.9773673291699131,-0.03184602041860918,1919.6211119902755,1903.625984277883,1900.0777140637622,1895.7783211274304,1889.838946083542,1880.5906215945365,8.79535312406847,6.400377821664197,2.394975302404273,114.28582685929875,41.39007603626553,31.81905391645796,2.0368880097244073,5.423201441574872,-0.260891463107544,0.07202216066483454,1.0278911023560007,2.008128083163662,1.0204606108530214,0.9763790309697131,17.0,0.0
2021-01-04 06:00:00,1921.707,1925.545,1921.519,1922.944,0.0,2,2021-01-04 06:00:00,-51.87099999999987,1.0,-64.00599999999986,42.53099999999995,4.0,100.0,77.79621220211811,0.916094272045792,0.9493987531851772,-0.03330448113938522,1920.7287413268505,1905.1119854872766,1901.3843589744042,1896.8436418675312,1890.5746139483522,1881.0120482453372,9.019561152359302,6.924214487803218,2.095346664556083,109.20280849616518,43.110495809106745,32.36938605164778,2.215258673149492,5.323401338605244,0.3072528564331426,0.6460506706408518,0.9951077090881297,0.9194808870011146,0.9752077268608652,1.030236768474761,18.0,0.0
2021-01-04 07:00:00,1922.994,1925.445,1922.373,1924.825,0.0,2,2021-01-04 07:00:00,-53.75199999999995,1.0,-65.88699999999994,40.649999999999864,4.0,100.0,81.04599389896697,0.9169364461218037,0.926184008972966,-0.00924756285116235,1922.0941608845671,1906.6283712190245,1902.7238241758669,1897.940950029589,1891.3357336383888,1881.4479980140402,9.242486973357927,7.38786898491416,1.854617988443767,100.35157553373627,44.70802845531644,33.48926636161127,2.7308391154329,5.16258695727629,0.5960286458333975,0.20182291666663843,0.9599020069900053,0.8112007260443548,0.9650059532668536,1.0462730627306296,19.0,0.0
2021-01-04 08:00:00,1924.839,1935.159,1924.65,1932.135,0.0,2,2021-01-04 08:00:00,-61.0619999999999,1.0,-73.19699999999989,33.33999999999992,4.0,100.0,83.24208751405698,0.9579958161289369,0.9303421780988437,0.02765363803009324,1925.441107256378,1908.590419586792,1904.4044627943888,1899.2818931656836,1892.24238400198,1881.9523462925076,9.894950371879759,7.889285262307281,2.005665109572478,119.38071548430253,46.835961789334064,39.89261599801989,6.693892743621973,5.5444736031851285,0.6942620610904976,0.287753354267781,0.9736179896411277,0.40795979559649787,0.8802856113458459,1.219256148770245,20.0,0.0
