Date,open,high,low,close,volume,labels,timestamp,support1,number_touch_support,support2,resistance1,number_touch_resistance,resistance2,rsi_14,stochrsi_k_14,stochrsi_d_14,stochrsi_14,ema_5,ema_25,ema_34,ema_50,ema_89,ema_200,macd,macd_signal,macd_diff,cci_20,adx_14,diff_ema_89,diff_ema_5,atr,body_size,upper_wick,rsi_14_lag_1,diff_ema_5_lag_1,support1_lag_1,resistance1_lag_1,streak_count,candle_type
2020-01-02 01:00:00,1518.513,1520.862,1517.221,1519.416,0.0,2,2020-01-02 01:00:00,-53.65499999999997,2.0,-60.707999999999856,100.0,2.0,100.0,43.37348780775006,0.24973298415940628,0.20227808074759404,0.047454903411812244,1520.734029323073,1519.743773509484,1518.6169211491226,1516.4349876880592,1510.8185908867256,1498.747240712897,1.3936845795190038,1.9625203451878948,-0.5688357656688909,-54.39918056379704,35.62442487160205,8.597409113274352,-1.3180293230730058,2.6442151388177098,0.2480087887942876,0.39714364185666295,1.203572594906665,-0.3080022638982448,1.0444133817910732,1.0,1.0,0.0
2020-01-02 02:00:00,1519.414,1520.871,1518.421,1520.624,0.0,2,2020-01-02 02:00:00,-54.863000000000056,2.0,-61.91599999999994,100.0,2.0,100.0,45.95532606578769,0.1855602451591114,0.2235909768356361,-0.03803073167652471,1520.6973528820488,1519.8114832395238,1518.7316113691727,1516.5992626806842,1511.0364888670206,1498.9649199097837,1.2591449313165413,1.821845262413624,-0.5627003310970828,-44.089710411087104,33.607171851409504,9.587511132979444,-0.07335288204876633,2.6303426289021625,0.49387755102041386,0.10081632653063934,0.94381851943904,17.968337252198978,0.9779815175983799,1.0,2.0,0.0
2020-01-02 03:00:00,1520.616,1521.153,1519.834,1520.332,0.0,2,2020-01-02 03:00:00,-54.57100000000014,2.0,-61.624000000000024,100.0,2.0,100.0,39.378417328317674,0.11741393523873556,0.18423572151908427,-0.06682178628034871,1520.5755685880326,1519.8515229903296,1518.823062148077,1516.7456445363437,1511.2430557810867,1499.1775276718754,1.1160936977526035,1.68069494948142,-0.5646012517288166,-45.31118148536027,31.571314427979907,9.088944218913412,-0.2435685880325309,2.5366752982662906,-0.21531463229710898,0.4071266110690302,1.167018107473315,0.30115903960066215,1.005350827362517,1.0,1.0,0.0
2020-01-02 04:00:00,1520.336,1520.431,1519.503,1519.503,0.0,2,2020-01-02 04:00:00,-53.74199999999996,2.0,-60.794999999999845,100.0,2.0,100.0,37.17105430756421,0.1156478973592756,0.13954069258570737,-0.02389279522643177,1520.2180457253553,1519.824713529535,1518.8619157396156,1516.8537761231537,1511.4266100970626,1499.3797711776278,0.9251664498292484,1.529589249550986,-0.6044227997217375,-94.19292219227233,29.8578665029668,8.076389902937308,-0.7150457253553668,2.421769919818706,-0.8976293103448104,0.10237068965518957,1.0593839228365463,0.34063358383337095,1.0154255517100252,1.0,1.0,0.0
2020-01-02 05:00:00,1519.447,1520.382,1519.002,1520.252,0.0,2,2020-01-02 05:00:00,-54.490999999999985,2.0,-61.54399999999987,100.0,2.0,100.0,39.78635230730641,0.10015163897605345,0.11107115719135473,-0.01091951821530128,1520.2293638169035,1519.857581719571,1518.9413491259234,1516.9870398045987,1511.6227298726835,1499.5874550465073,0.8247856550196957,1.388628530644728,-0.5638428756250322,-92.19359524770421,28.536303948884978,8.629270127316431,0.02263618309643789,2.3473577826888063,0.5833333333333334,0.09420289855079628,0.9342664544982194,-31.58861731719642,0.986254610853168,1.0,2.0,0.0
2020-01-02 06:00:00,1520.253,1520.945,1519.356,1520.919,0.0,2,2020-01-02 06:00:00,-55.15800000000013,2.0,-62.21100000000001,100.0,2.0,100.0,40.95495191496621,0.13496059201101937,0.11692004278211598,0.018040549228903385,1520.4592425446024,1519.939229279604,1519.0543577472993,1517.1412343220654,1511.8293136532905,1499.7997092251492,0.7899484436443345,1.2688925132446494,-0.4789440696003149,-61.39888275706457,26.93466080484239,9.089686346709641,0.45975745539772106,2.293189369639602,0.41913152926380853,0.016362492133317107,0.971466219516357,0.049235053897834176,0.9879074658254443,1.0,1.0,0.0
2020-01-02 07:00:00,1520.984,1521.342,1519.13,1519.173,0.0,2,2020-01-02 07:00:00,-53.412000000000035,2.0,-60.46499999999992,100.0,2.0,100.0,34.07160452834316,0.12247334691946421,0.11919519263551219,0.00327815428395202,1520.030495029735,1519.8802885657883,1519.0611373045963,1517.2209114074747,1511.9925066832172,1499.9924782875855,0.6143700194197663,1.1379880144796728,-0.5236179950599065,-78.23371058083079,25.18578732517057,7.1804933167827585,-0.8574950297349915,2.287390128951058,-0.8187160940325184,0.1618444846293745,1.202025923988904,-0.5361634055649382,1.0326892833071237,1.0,2.0,0.0
2020-01-02 08:00:00,1519.208,1520.958,1518.465,1520.865,0.0,2,2020-01-02 08:00:00,-55.10400000000004,2.0,-62.156999999999925,100.0,2.0,100.0,42.43597607728887,0.20760458245055044,0.1550128404603445,0.05259174199020594,1520.3086633531568,1519.9560355991894,1519.164215172905,1517.363816842476,1512.189673201368,1500.200165070794,0.6047815671706758,1.0313467250178734,-0.4265651578471976,-62.19295205084249,23.970275319042134,8.675326798632113,0.5563366468431923,2.3020765483117085,0.6646610509425653,0.03730445246693478,0.8028943287716149,-1.5413240069671035,0.969294425087108,1.0,1.0,0.0
2020-01-02 09:00:00,1520.829,1521.372,1519.651,1520.69,0.0,2,2020-01-02 09:00:00,-54.92900000000009,2.0,-61.98199999999997,100.0,2.0,100.0,44.17544049584577,0.2627035162360887,0.1975938152020343,0.06510970103405436,1520.4357755687713,1520.0124943992519,1519.2514028773103,1517.494255397673,1512.3785693524485,1500.4040440253134,0.576417035440727,0.9403607871024442,-0.3639437516617172,-35.7566406811699,22.54942034087132,8.31143064755156,0.2542244312287494,2.260571080575158,-0.08076699593253692,0.3155142359094241,0.9606237221625333,2.1883681444550245,1.0031859309290165,1.0,1.0,0.0
2020-01-02 10:00:00,1520.691,1521.375,1519.697,1521.261,0.0,2,2020-01-02 10:00:00,-55.5,2.0,-62.552999999999884,100.0,2.0,100.0,48.298519440606846,0.4694575601772846,0.31325521962130776,0.15620234055597687,1520.710850379181,1520.108533291617,1519.3662369986068,1517.6419708722742,1512.575956700172,1500.611575925559,0.5931751141658879,0.870923652515133,-0.2777485383492452,-21.348599332583248,21.227861871060668,8.685043299828067,0.5501496208189565,2.2189588605340833,0.3396901072704998,0.06793802145412706,0.9146334299163918,0.4621005297619022,0.9897117117117132,1.0,2.0,0.0
