time,entry_time,type_keylevel,key_level,value,delta_ema_h1
2023-04-19 09:00:00,2023-04-19 13:00:00,S,1981.549,10,False
2023-06-22 14:00:00,2023-06-23 12:00:00,S,1924.913,10,False
2023-09-27 16:00:00,2023-10-13 09:00:00,S,1885.033,10,False
