time,entry_time,type_keylevel,key_level,value,delta_ema_h1
2023-03-17 17:00:00,2023-03-21 13:00:00,R,1957.289,10,True
2023-03-17 18:00:00,2023-12-03 23:00:00,R,2083.643,10,True
