time,entry_time,type_keylevel,key_level,value,delta_ema_h1
2020-01-26 23:00:00,2020-01-28 15:00:00,R,1568.556,10,True
2020-03-03 15:00:00,2020-03-12 12:00:00,R,1610.912,10,False
2020-04-09 13:00:00,2020-04-09 14:00:00,R,1671.874,10,True
2020-05-07 17:00:00,2020-05-08 00:00:00,R,1711.688,10,False
2020-05-15 15:00:00,2020-05-18 13:00:00,R,1738.433,10,True
2020-09-09 13:00:00,2020-09-11 02:00:00,R,1938.94,10,False
